exp,crit,fitM,postM,postSEM,exdP
exp1,aic,RW,0.000774330427315,0.000174172290879,0
exp1,aic,DB,0.098758967156804,0.02654555936696,0
exp1,aic,MB,0.000548246585542,0.000165795779099,0
exp1,aic,VS,0.899918455830339,0.026569022481541,1
