exp,crit,fitM,postM,postSEM,exdP
exp1,aic,RW,0.453389025939936,0.048036643044496,0.7237
exp1,aic,DB,0.210893089548274,0.035450183777674,0.0402
exp1,aic,MB,0.000621572222903,0.000147280709146,0
exp1,aic,VS,0.335096312288887,0.049904079802174,0.2361
