exp,crit,fitM,postM,postSEM,exdP
exp2,aic,RW,0.001492019194049,0.00025661378494,0
exp2,aic,DB,0.001077605443791,0.00028381478352,0
exp2,aic,MB,0.000771965215917,0.000153795642256,0
exp2,aic,VS,0.996658410146244,0.000504286225218,1
