exp,crit,fitM,postM,postSEM,exdP
exp2,aic,RW,0.628319793382001,0.064499188402091,0.8929
exp2,aic,DB,0.000739483106541,0.000165561136095,0
exp2,aic,MB,0.001070951656539,0.000583907994794,0
exp2,aic,VS,0.369869771854918,0.06441634547196,0.1071
