model,expid,variable,value
DB6,10,d2,0.722222222222222
VS,10,d2,0.694444444444444
MB,11,d2,0.628947368421053
DB1,11,d2,0.657894736842105
DB6,11,d2,0.702631578947368
VS,11,d2,0.692105263157895
MB,12,d2,0.65
DB1,12,d2,0.652631578947368
DB6,12,d2,0.736842105263158
VS,12,d2,0.718421052631579
MB,13,d2,0.878947368421053
DB1,13,d2,0.786842105263158
DB6,13,d2,0.868421052631579
VS,13,d2,0.905263157894737
MB,14,d2,0.728947368421053
DB1,14,d2,0.676315789473684
DB6,14,d2,0.718421052631579
VS,14,d2,0.760526315789474
MB,15,d2,0.721052631578947
DB1,15,d2,0.747368421052632
DB6,15,d2,0.697368421052632
VS,15,d2,0.752631578947368
MB,16,d2,0.536363636363636
DB1,16,d2,0.55
DB6,16,d2,0.604545454545454
VS,16,d2,0.55
MB,17,d2,0.576190476190476
DB1,17,d2,0.592857142857143
DB6,17,d2,0.642857142857143
VS,17,d2,0.671428571428571
MB,18,d2,0.652941176470588
DB1,18,d2,0.673529411764706
DB6,18,d2,0.685294117647059
VS,18,d2,0.714705882352941
MB,19,d2,0.684375
DB1,19,d2,0.609375
DB6,19,d2,0.69375
VS,19,d2,0.740625
MB,20,d2,0.783333333333333
DB1,20,d2,0.671428571428571
DB6,20,d2,0.807142857142857
VS,20,d2,0.773809523809524
MB,21,d2,0.676086956521739
DB1,21,d2,0.619565217391304
DB6,21,d2,0.695652173913043
VS,21,d2,0.68695652173913
MB,22,d2,0.707894736842105
DB1,22,d2,0.663157894736842
DB6,22,d2,0.710526315789474
VS,22,d2,0.697368421052632
MB,23,d2,0.7
DB1,23,d2,0.669444444444444
DB6,23,d2,0.747222222222222
VS,23,d2,0.788888888888889
MB,24,d2,0.813157894736842
DB1,24,d2,0.694736842105263
DB6,24,d2,0.826315789473684
VS,24,d2,0.852631578947368
MB,25,d2,0.476470588235294
DB1,25,d2,0.582352941176471
DB6,25,d2,0.520588235294118
VS,25,d2,0.55
MB,26,d2,0.5325
DB1,26,d2,0.55
DB6,26,d2,0.5775
VS,26,d2,0.545
