exp,crit,fitM,postM,postSEM,exdP
emma1,aic,RW,0.237089318742602,0.032044583513181,0.0805
emma1,aic,DB,0.413968773916642,0.047405860834702,0.5996
emma1,aic,MB,0.000675604609551,0.000122308458404,0
emma1,aic,VS,0.348266302731205,0.049026996948664,0.3199
