exp,crit,fitM,postM,postSEM,exdP
exp1,aic,RW ,0.00071605984457,0.000150862133615,0
exp1,aic,DB,0.098220529804567,0.026520738328325,0
exp1,aic,MB,0.000648174627451,0.00024895808816,0
exp1,aic,VS,0.900415235723411,0.026562526944107,1
exp2,aic,RW ,0.001056812784075,0.00017770175178,0
exp2,aic,DB,0.001106790345237,0.000285289869488,0
exp2,aic,MB,0.000793066794878,0.000154288212759,0
exp2,aic,VS,0.99704333007581,0.000454989813407,1
