exp,crit,fitM,postM,postSEM,exdP
exp1,aic,RW ,0.000779575843355,0.000182232524957,0
exp1,aic,DB,0.147420970308482,0.035155339744629,0.0004
exp1,aic,MB,0.000496752967437,0.000151662422781,0
exp1,aic,VS,0.851302700880726,0.035180389497382,0.9996
exp2,aic,RW ,0.000962234878652,0.000195743206018,0
exp2,aic,DB,0.000883604440907,0.000232930985083,0
exp2,aic,MB,0.000679649797694,0.000157108189543,0
exp2,aic,VS,0.997474510882747,0.000435959379792,1
