exp,crit,fitM,postM,postSEM,exdP
exp1,aic,RW,0.33699324657883,0.046940097960923,0.0554
exp1,aic,DB,0.00099839625904,0.000268313310455,0
exp1,aic,MB,0.000497753375611,8.74783513688902E-05,0
exp1,aic,VS,0.661510603786519,0.046980425041636,0.9446
