exp,crit,fitM,postM,postSEM,exdP
exp1,aic,RW ,0.755065915127669,0.050036771589151,0.9948
exp1,aic,DB,0.000533145968028,9.32776089014836E-05,0
exp1,aic,MB,0.000717243028753,0.000210144536168,0
exp1,aic,VS,0.243683695875549,0.05000516514597,0.0052
exp2,aic,RW ,0.568024370272713,0.066437621963344,0.7406
exp2,aic,DB,0.000697417012488,0.000206205916664,0
exp2,aic,MB,0.001778990786835,0.001091718207731,0
exp2,aic,VS,0.429499221927964,0.066056131524979,0.2594
