exp,crit,fitM,postM,postSEM,exdP
exp1,aic,RW ,0.000792986678879,0.000185162017721,0
exp1,aic,DB,0.001042242136225,0.000517632147375,0
exp1,aic,MB,0.000494044656195,0.000146556798056,0
exp1,aic,VS,0.997670726528701,0.000642919331372,1
exp2,aic,RW ,0.000837644870858,0.000177707537964,0
exp2,aic,DB,0.000906343706253,0.000259984098824,0
exp2,aic,MB,0.000775390455922,0.000163479299994,0
exp2,aic,VS,0.997480620966967,0.00044993858351,1
