exp,crit,fitM,postM,postSEM,exdP
exp1,aic,RW,0.427699780901507,0.047466236349337,0.5342
exp1,aic,DB,0.166346597016536,0.035199360931679,0.0164
exp1,aic,MB,0.000503439187866,6.37587092115677E-05,0
exp1,aic,VS,0.405450182894091,0.052334715154261,0.4494
