exp,crit,fitM,postM,postSEM,exdP
exp3,aic,RW ,0.005969730971124,0.000434959830061,0
exp3,aic,DB,0.429569003623697,0.013344470441963,0.0333
exp3,aic,MB,0.030002385603203,0.004971181493598,0
exp3,aic,VS,0.534458879801976,0.013183685064111,0.9667
