exp,crit,fitM,postM,postSEM,exdP
exp1,ll,DB,0.460108627648904,0.045064918563967,0.4815
exp1,ll,MB,0.070268068021305,0.009774319283471,0.0004
exp1,ll,VS,0.469623304329791,0.043092185240131,0.5181
exp2,ll,DB,0.153156823952657,0.016991282989967,0
exp2,ll,MB,0.080181578626838,0.012160985197613,0
exp2,ll,VS,0.766661597420505,0.020072513585883,1
exp3,ll,DB,0.432832539081152,0.013363469353764,0.0307
exp3,ll,MB,0.030569346583028,0.005012321087161,0
exp3,ll,VS,0.53659811433582,0.013185351259745,0.9693
