exp,crit,fitM,postM,postSEM,exdP
exp1,aic,MB3,0.837875931216316,0.046172664877403,0.9997
exp1,aic,MB3+,0.162124068783684,0.046172664877403,0.0003
exp2,aic,MB3,0.740713542867185,0.050367265995903,0.9876
exp2,aic,MB3+,0.259286457132815,0.050367265995903,0.0124
