exp,crit,fitM,postM,postSEM,exdP
exp1,aic,MB9,0.830457370596628,0.045939881763895,0.9994
exp1,aic,MB9+,0.169542629403372,0.045939881763895,0.0006
exp2,aic,MB9,0.776865450076162,0.048302786580599,0.9961
exp2,aic,MB9+,0.223134549923838,0.048302786580599,0.0039
