exp,crit,fitM,postM,postSEM,exdP
exp1,aic,RW,0.011890663136925,0.001690816152397,0
exp1,aic,RW2,0.988109336863075,0.001690816152397,1
exp2,aic,RW,0.469257068539219,0.070091309202115,0.3794
exp2,aic,RW2,0.530742931460781,0.070091309202115,0.6206
