exp,crit,fitM,postM,postSEM,exdP
exp1,aic,MB6,0.162478379079513,0.009975006971727,0
exp1,aic,MB9,0.837521620920487,0.009975006971727,1
exp2,aic,MB6,0.501398433270427,0.011932317152888,0.5009
exp2,aic,MB9,0.498601566729573,0.011932317152888,0.4991
